CalFactor_2
2.692308451795221e-07	3.75773676476247e-07	2.935515715563574e-07	4.475718845997809e-07	2.696616057973207e-07	3.988693118233152e-07	2.852665862094124e-07	4.328417945747487e-07	2.966138611543897e-07	4.611113755577274e-07	3.033664108321956e-07	5.720634765546391e-07	3.221097032058615e-07	5.99259290504842e-07	4.953010865168861e-07	3.289174276791049e-07	5.367744926243932e-07	2.679101112450219e-07	5.129981549462874e-07	2.914472426003904e-07	3.835084065553285e-07	2.580580256662016e-07	3.583364471589652e-07	2.556508144216356e-07	3.43459623542639e-07	2.562404580191538e-07	3.416134527133947e-07	2.486061515801327e-07	3.018870973277985e-07	2.407830435149511e-07	3.25117404872566e-07	2.366511788127615e-07	2.307901799839878e-07	3.594418325089512e-07	2.327055950598371e-07	3.023479028776156e-07
2.557971672678186e-07	3.573822692881044e-07	2.780226951111567e-07	4.252922130536127e-07	2.554633889072857e-07	3.79444286414987e-07	2.71123604973017e-07	4.118635407892628e-07	2.818186604144224e-07	4.385341473324117e-07	2.883737773686158e-07	5.428533597598075e-07	3.064810121891847e-07	5.724818248767435e-07	4.738201126584514e-07	3.114384748361478e-07	5.139829412326541e-07	2.528786352279064e-07	4.877742909390597e-07	2.751044679771076e-07	3.654399710098962e-07	2.4347783779079e-07	3.39698086791499e-07	2.414732063201285e-07	3.256111589048038e-07	2.422758474258995e-07	3.244565687033383e-07	2.348825204108596e-07	2.863510522205159e-07	2.267734449944732e-07	3.09458923731376e-07	2.236029561503898e-07	2.193108991711723e-07	3.414998664998347e-07	2.213554033937867e-07	2.867179373177564e-07
2.537657966096435e-07	3.53122745306583e-07	2.755587778332655e-07	4.204613945456293e-07	2.524531908783899e-07	3.752272572931451e-07	2.679182608453478e-07	4.071878553723211e-07	2.788652304877748e-07	4.351268426456884e-07	2.850173006576204e-07	5.410903476696554e-07	3.037561490198382e-07	5.666020791542665e-07	4.70960074964297e-07	3.08192585201322e-07	5.114322898512659e-07	2.510345957428225e-07	4.833270410562582e-07	2.724078471807365e-07	3.627471718657657e-07	2.401665268939678e-07	3.369872342462316e-07	2.397166025301596e-07	3.222505873649474e-07	2.39692258858905e-07	3.209137606863963e-07	2.323986409950703e-07	2.841319008518102e-07	2.253968110559216e-07	3.061643719736099e-07	2.211260363798243e-07	2.173411365892445e-07	3.366879974092692e-07	2.191629991804408e-07	2.840845969687814e-07
2.530362463382256e-07	3.526397451630052e-07	2.745803061305833e-07	4.195533552967935e-07	2.522015119903234e-07	3.743117484117035e-07	2.668625631182414e-07	4.06283918956241e-07	2.786557018841285e-07	4.340761474582335e-07	2.841643940400124e-07	5.399733954622891e-07	3.034909065509927e-07	5.675407304161948e-07	4.708684188300989e-07	3.082452666694339e-07	5.122923758866257e-07	2.501188352038985e-07	4.836602761307081e-07	2.725737331051153e-07	3.613167486711525e-07	2.407539269876325e-07	3.358090447153698e-07	2.384779108445338e-07	3.222470993941183e-07	2.394644794230652e-07	3.209438636792028e-07	2.318792516415872e-07	2.830175611694236e-07	2.247783452118382e-07	3.056926972930219e-07	2.209144813443774e-07	2.169747418000994e-07	3.373309080211907e-07	2.190662486593326e-07	2.833615590760648e-07
2.528042087686317e-07	3.531393847586192e-07	2.752678673858633e-07	4.208304677973415e-07	2.527182397992786e-07	3.738051734874257e-07	2.671614911500067e-07	4.066085762656816e-07	2.78306246219085e-07	4.330754184750209e-07	2.843888845648053e-07	5.414586047297497e-07	3.034182588650487e-07	5.684668016609138e-07	4.730828975620139e-07	3.083299194940438e-07	5.121448159625568e-07	2.50018818948603e-07	4.823304332238433e-07	2.724495004550273e-07	3.618574410615631e-07	2.405908087926689e-07	3.362154177857834e-07	2.38698423712372e-07	3.232998342290769e-07	2.397125340907784e-07	3.209909899967245e-07	2.325669533484813e-07	2.834752804877274e-07	2.246738692903076e-07	3.058372468604033e-07	2.210691527904373e-07	2.159919533092269e-07	3.368496274984682e-07	2.186839795197065e-07	2.831469381878362e-07
2.530419193633674e-07	3.543428542152247e-07	2.744062042733483e-07	4.193751592409047e-07	2.527292011407755e-07	3.745786878253485e-07	2.671785674635036e-07	4.048695226986867e-07	2.779603566446971e-07	4.339583174181673e-07	2.842715296309819e-07	5.405896636432057e-07	3.028007909396142e-07	5.694261462466885e-07	4.735342629290012e-07	3.077350627719558e-07	5.137950782621553e-07	2.503206792603365e-07	4.827300613430446e-07	2.717243093182694e-07	3.61246074780189e-07	2.395479100743503e-07	3.365053869236098e-07	2.38232305068555e-07	3.231645754237434e-07	2.395090808750899e-07	3.216726601742499e-07	2.321955372997595e-07	2.834366888309099e-07	2.244193770306545e-07	3.059236682659272e-07	2.202297594547502e-07	2.170438566615631e-07	3.366306455909783e-07	2.185156685281185e-07	2.835904752034359e-07
2.527044734910538e-07	3.538447832066854e-07	2.752212795846258e-07	4.205156876795922e-07	2.523695276246796e-07	3.740952400931216e-07	2.671211565016794e-07	4.053471032960563e-07	2.782155638632946e-07	4.328441812483276e-07	2.846638368215185e-07	5.418496590729642e-07	3.033982884576047e-07	5.695222608797955e-07	4.743049164617735e-07	3.070610224431914e-07	5.118621794998401e-07	2.491422726704958e-07	4.812881846131054e-07	2.717877792269236e-07	3.608480714968148e-07	2.397075423938508e-07	3.366333861182212e-07	2.384625460700701e-07	3.22493671511819e-07	2.391543402509253e-07	3.213778709326294e-07	2.320187588265781e-07	2.830693141058552e-07	2.243918799562681e-07	3.056615889746712e-07	2.209218318227439e-07	2.162326261351079e-07	3.379383599241409e-07	2.184322752323464e-07	2.843544980817552e-07
2.528322246351428e-07	3.537183635033795e-07	2.746048993246545e-07	4.20436630997241e-07	2.522269558779826e-07	3.735496350855595e-07	2.67647165755181e-07	4.045601686961749e-07	2.785054547815878e-07	4.325678187565684e-07	2.837163871013581e-07	5.413481217440132e-07	3.031982659468512e-07	5.693380358305369e-07	4.723169296555697e-07	3.074432140584371e-07	5.107874818211797e-07	2.499782439136999e-07	4.806080713690403e-07	2.716910754729945e-07	3.598635535611058e-07	2.396129641185448e-07	3.362038398471717e-07	2.387260996646152e-07	3.225192009309407e-07	2.383820442906938e-07	3.213200099851471e-07	2.318117556343415e-07	2.827357323626653e-07	2.235124935031324e-07	3.048405216154466e-07	2.214877944956198e-07	2.166098500511065e-07	3.371951854314543e-07	2.195712729728088e-07	2.833167831263191e-07
2.527752498310145e-07	3.539245679921972e-07	2.741682223633492e-07	4.212167132108237e-07	2.522394105017458e-07	3.74694724845907e-07	2.676055702476902e-07	4.038353359218756e-07	2.781808825983464e-07	4.312222736480792e-07	2.833287478113923e-07	5.40776432511776e-07	3.023534395304543e-07	5.697769830210056e-07	4.740509387995701e-07	3.070481954240945e-07	5.111279912521008e-07	2.496535819020276e-07	4.807870157668958e-07	2.716842046937731e-07	3.603867408639762e-07	2.397950093671845e-07	3.372273707832674e-07	2.382147521393492e-07	3.236285462432471e-07	2.393246631688932e-07	3.219865036313026e-07	2.313991901324326e-07	2.827208757128233e-07	2.246766151150301e-07	3.052528891269111e-07	2.206720049596371e-07	2.165662356002785e-07	3.356149425309934e-07	2.190438696765791e-07	2.831544474872503e-07
2.523642063063263e-07	3.535677584442924e-07	2.744111478874751e-07	4.203469496964112e-07	2.523528431216047e-07	3.740243943788379e-07	2.675472039433955e-07	4.039456071913278e-07	2.781669974847766e-07	4.313938388073625e-07	2.842143566055472e-07	5.407088375703582e-07	3.028719797606568e-07	5.692839958811032e-07	4.731961883335863e-07	3.06768637510712e-07	5.109310568115333e-07	2.497955148658558e-07	4.800073336867809e-07	2.719184103232474e-07	3.598108274378225e-07	2.397369831524256e-07	3.366139726787017e-07	2.389411048120037e-07	3.226938476805661e-07	2.387598937894813e-07	3.215707343912861e-07	2.32196917507124e-07	2.837170769262554e-07	2.243178027849782e-07	3.059540234325283e-07	2.210951274493862e-07	2.167553259911458e-07	3.373858533034399e-07	2.186410892918849e-07	2.833444348681183e-07
2.529907489280414e-07	3.530059602253119e-07	2.740740453044146e-07	4.206445988406905e-07	2.524727994141395e-07	3.738714209537506e-07	2.67621110278467e-07	4.039239065193662e-07	2.7782297389232e-07	4.305182224494673e-07	2.835262649983043e-07	5.409413394491866e-07	3.023103321696663e-07	5.692999977128831e-07	4.71090873348439e-07	3.069667475564598e-07	5.088162363706662e-07	2.493770772496584e-07	4.798166167715334e-07	2.716667733450603e-07	3.605477742343404e-07	2.401432657665597e-07	3.368904584830257e-07	2.383377162817277e-07	3.236513980984118e-07	2.39716285036666e-07	3.213077242566649e-07	2.317609322667807e-07	2.829519075498585e-07	2.241107562669821e-07	3.048784865037153e-07	2.212512221591521e-07	2.157587844305541e-07	3.362725865940563e-07	2.185133951765616e-07	2.832323586116295e-07
2.525363356489986e-07	3.52799963937559e-07	2.742232897589715e-07	4.198814429302437e-07	2.515652677608938e-07	3.741375025225461e-07	2.665513921970539e-07	4.03484582838525e-07	2.776056050159511e-07	4.305901129600772e-07	2.828650071876134e-07	5.398436202715261e-07	3.02562653524242e-07	5.683530928335514e-07	4.731170171778291e-07	3.06899151414456e-07	5.100598262055537e-07	2.495339800957317e-07	4.791399498238139e-07	2.718280514386212e-07	3.602257467757064e-07	2.39785607775331e-07	3.367535891748991e-07	2.384898620561753e-07	3.23101351907355e-07	2.391645112490194e-07	3.209357608161855e-07	2.312601017672693e-07	2.826333060571862e-07	2.249151664746869e-07	3.040738534475243e-07	2.205834019746901e-07	2.163478308005299e-07	3.356193246420783e-07	2.192880253240452e-07	2.828710305447356e-07
2.525974782910787e-07	3.536343753426038e-07	2.746258281020638e-07	4.212016561420644e-07	2.517973442784721e-07	3.739441119957076e-07	2.670306025961451e-07	4.031505172683487e-07	2.770913935257327e-07	4.290998313073085e-07	2.83237678347718e-07	5.401568032409065e-07	3.018634095158559e-07	5.687406102096184e-07	4.736528886592372e-07	3.06229305774778e-07	5.080645344392001e-07	2.493294488703678e-07	4.797566214844373e-07	2.719200207417359e-07	3.593735386711447e-07	2.397266539154541e-07	3.372708657658621e-07	2.380533640443752e-07	3.236852170084612e-07	2.389583068906901e-07	3.221509573469711e-07	2.318128395592275e-07	2.823806082997154e-07	2.241780188786483e-07	3.049509061023474e-07	2.214928294357436e-07	2.163780238423484e-07	3.360806230476835e-07	2.18454809744642e-07	2.830212306923319e-07
2.529098182468838e-07	3.530393483417534e-07	2.741761903703278e-07	4.19697516942307e-07	2.520345369583874e-07	3.739482718255454e-07	2.674428406038048e-07	4.032230537585083e-07	2.777458348443311e-07	4.306692825336828e-07	2.831871012199205e-07	5.381328363185695e-07	3.015242803881188e-07	5.677056329616021e-07	4.73252886210822e-07	3.070511408536381e-07	5.079999322412524e-07	2.486465954623702e-07	4.778064900515175e-07	2.709867697849771e-07	3.598698098487455e-07	2.398470228298221e-07	3.372530662596188e-07	2.382171524213333e-07	3.233355389723235e-07	2.394193272164294e-07	3.216320317691685e-07	2.317933989812347e-07	2.821356783790156e-07	2.245765791423006e-07	3.045041179837066e-07	2.214858464892764e-07	2.160981839349094e-07	3.356546410572112e-07	2.183957624397779e-07	2.821847327270851e-07
2.522917415922494e-07	3.52727345024448e-07	2.742886063278745e-07	4.199374324009551e-07	2.51808744041292e-07	3.742991548096187e-07	2.666527187658218e-07	4.020610187869142e-07	2.773754967884888e-07	4.293010186122575e-07	2.828937966439037e-07	5.379340428353237e-07	3.009104239757319e-07	5.672370272411591e-07	4.72600240930559e-07	3.069434137221759e-07	5.083884499498374e-07	2.493844885535362e-07	4.788198274848262e-07	2.712206213033917e-07	3.593697907641499e-07	2.395043443526755e-07	3.367693551364617e-07	2.383139130226191e-07	3.229259943700103e-07	2.392857046525139e-07	3.212784258878458e-07	2.317344858741428e-07	2.822630412742222e-07	2.244132104749623e-07	3.046175348198406e-07	2.2080786024821e-07	2.166383819386993e-07	3.346574261377336e-07	2.187676712400201e-07	2.824474290688464e-07
